ID;ID interim;Zchng;Fundnr;Anzahl;Dm_min;DM_max;Proz;Farb_a;Farb_i;Farb_kern;Mag_min;Mag_max;Anmerk;Ware;;joints
;1;62XIV;12304493;1;;;;5;5;;0,01;0,02;Grapenfuﬂ;100;;
